VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,10/08/2024 06:30:00 PM,10/08/2024 07:22:00 PM,7,0.5377827767802712,1,N,138,182,1,21.104680194409816,0.7269162216763859,0.5343104541049893,3.168809514896106,0.0,0.3,36.26201423250421,2.5
1,10/08/2024 06:02:00 AM,10/08/2024 06:42:00 AM,2,9.58948848786925,1,N,299,207,2,22.247358204311695,1.2927004342564516,0.4086384665694259,4.072694342509841,0.0,0.3,7.122120688111831,2.5
2,10/08/2024 04:39:00 AM,10/08/2024 05:32:00 AM,1,1.301298934228515,1,N,142,163,1,25.670903098099235,1.7327150506514923,0.4386243549968471,4.361424633036436,0.0,0.3,19.953013656635115,2.5
2,10/08/2024 02:34:00 PM,10/08/2024 03:22:00 PM,2,1.9297869702073416,1,N,278,12,1,0.0,0.0,0.5229995612634912,0.0,0.0,0.3,44.90473988168651,2.5
1,10/08/2024 11:10:00 AM,10/08/2024 11:43:00 AM,1,6.2628718413006315,1,Y,134,210,1,21.420906154682825,1.6201053087772794,0.415269736875115,0.0,0.9005895488981598,0.3,40.177274847247965,2.5
2,10/08/2024 09:40:00 PM,10/08/2024 10:07:00 PM,5,7.461064453880225,1,N,129,174,1,0.0,1.564774026850096,0.6614408092043024,0.0,1.0928860551865918,0.3,31.519608542135764,2.5
2,10/08/2024 03:11:00 PM,10/08/2024 03:21:00 PM,6,1.3740298369740713,1,N,175,178,1,9.308018153536214,0.31504415263932695,0.4688085209794816,0.0,0.18556738337683884,0.3,25.988956777388005,2.5
1,10/08/2024 11:17:00 PM,10/08/2024 11:45:00 PM,2,7.348054520687996,1,N,163,133,1,17.051769069375716,2.2069709434350795,0.44878025557422135,8.280876175632795,1.168169753442816,0.3,22.560671762727246,2.5
2,10/08/2024 07:49:00 AM,10/08/2024 08:02:00 AM,2,0.0,1,N,57,220,1,27.961218582038057,1.9553495511264005,0.6341638992386884,5.660039574404187,0.0,0.3,11.75129934089594,2.5
1,10/08/2024 01:11:00 AM,10/08/2024 02:05:00 AM,4,9.531181385573959,1,N,159,67,1,3.1487618062940097,0.3981959155693523,0.5315465961736883,3.467140117438439,0.0,0.3,21.78241804421104,2.5
2,10/08/2024 01:05:00 AM,10/08/2024 01:39:00 AM,1,2.7733106781191794,1,N,180,103,1,23.152660950298962,0.7811422799864481,0.48728234329171755,1.3566664790242915,1.1462402068919788,0.3,6.880731593747107,2.5
1,10/08/2024 06:42:00 AM,10/08/2024 07:10:00 AM,1,0.0,1,N,204,221,1,29.475255817202722,1.1778245987177955,0.43393683942664796,3.052692729574993,0.7596990267055902,0.3,61.65698121802747,2.5
1,10/08/2024 06:17:00 AM,10/08/2024 06:45:00 AM,2,0.0,1,N,195,187,1,0.0,0.0,0.5675849305555243,0.7734524824417979,0.0,0.3,9.076022314435594,2.5
1,10/08/2024 08:24:00 AM,10/08/2024 09:15:00 AM,0,0.0,1,N,323,175,1,0.6629189059596161,0.0,0.5133965793523723,1.4635905175768875,1.280015922055528,0.3,40.979998421707435,2.5
2,10/08/2024 10:02:00 PM,10/08/2024 10:21:00 PM,1,0.0,1,Y,180,227,1,0.0,2.0970567853873003,0.5243048837379429,0.0,4.778633947022848,0.3,15.985961807664905,2.5
1,10/08/2024 10:17:00 AM,10/08/2024 11:08:00 AM,3,1.2406789859416139,1,N,216,212,1,37.316903410630786,3.0701822816666713,0.332003531754972,5.37760522722388,0.0,0.3,15.719461753470899,2.5
2,10/08/2024 05:07:00 PM,10/08/2024 05:12:00 PM,5,2.214677520037804,1,N,158,171,1,41.55382083335645,0.44676769119967064,0.5365698112822439,1.0038939396340514,0.0,0.3,8.125658122878354,2.75
1,10/08/2024 11:17:00 AM,10/08/2024 11:51:00 AM,2,5.824990768234663,1,N,237,162,2,0.0,0.0,0.43808389800250436,2.674623333737465,0.0,0.3,38.8424651783189,2.5
